trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.999790014699657}",20,0,-88.7107423425111,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
2,False,"{'a': 0.1, 'e': 0.9995101028879957}",20,0,-91.26009679142793,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
3,False,"{'a': 0.1, 'e': 0.9991603233245516}",20,0,-103.3619201491915,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
4,False,"{'a': 0.1, 'e': 0.9987407494201851}",20,0,-74.36518266835988,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
5,False,"{'a': 0.1, 'e': 0.9982514692114032}",25,0,-51.316676427722385,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
6,False,"{'a': 0.1, 'e': 0.9976925853295736}",20,0,-66.24113468644691,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
7,False,"{'a': 0.1, 'e': 0.9970642149650454}",25,0,-66.0589937043031,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
8,False,"{'a': 0.1, 'e': 0.996366489826195}",25,0,-144.91102893771216,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
9,False,"{'a': 0.1, 'e': 0.9955995560934162}",25,0,-186.53487216395476,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
10,False,"{'a': 0.1, 'e': 0.9947635743680779}",20,0,-109.30244137798101,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
11,False,"{'a': 0.1, 'e': 0.9938587196164738}",20,0,-50.573025297771565,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
12,False,"{'a': 0.1, 'e': 0.9928851811087911}",20,3,-149.91037312625156,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 3}",1
13,False,"{'a': 0.1, 'e': 0.9918431623531302}",25,0,-113.86911313448532,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
14,False,"{'a': 0.1, 'e': 0.990732881024604}",25,0,-164.4950422822733,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
15,False,"{'a': 0.1, 'e': 0.9895545688895545}",20,0,-59.93188969778973,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
16,False,"{'a': 0.1, 'e': 0.988308471724922}",25,0,-114.26106275441498,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
17,False,"{'a': 0.1, 'e': 0.9869948492328069}",25,0,-186.22220218310704,"{0: 10, 1: 4, 2: 8, 3: 1, 4: 2}",0
18,False,"{'a': 0.1, 'e': 0.9856139749502654}",25,0,-94.14062792438463,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
19,False,"{'a': 0.1, 'e': 0.9841661361543828}",25,0,-104.48639418675184,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
20,False,"{'a': 0.1, 'e': 0.9826516337626707}",25,0,-97.77889120175763,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
21,False,"{'a': 0.1, 'e': 0.981070782228837}",20,0,-88.9880757604958,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
22,False,"{'a': 0.1, 'e': 0.9794239094339777}",20,0,-36.80747387377583,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
23,False,"{'a': 0.1, 'e': 0.9777113565732447}",25,0,-24.96635200072087,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
24,False,"{'a': 0.1, 'e': 0.9759334780380442}",20,0,-47.16748440007983,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
25,False,"{'a': 0.1, 'e': 0.9740906412938223}",30,4,-208.04192895250205,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 4}",1
26,False,"{'a': 0.1, 'e': 0.9721832267534961}",20,0,-95.14539431198776,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
27,False,"{'a': 0.1, 'e': 0.970211627646593}",25,4,-114.89097142054997,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 2}",1
28,False,"{'a': 0.1, 'e': 0.9681762498841598}",25,0,-68.4929875609394,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
29,False,"{'a': 0.1, 'e': 0.9660775119195076}",20,0,-107.74578970613355,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
30,False,"{'a': 0.1, 'e': 0.9639158446048579}",25,0,-122.05900856642299,"{0: 14, 1: 7, 2: 2, 3: 0, 4: 2}",0
31,False,"{'a': 0.1, 'e': 0.9616916910439602}",20,0,-173.4801244401864,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
32,False,"{'a': 0.1, 'e': 0.9594055064407513}",20,0,-153.5487693502394,"{0: 7, 1: 2, 2: 9, 3: 1, 4: 1}",0
33,False,"{'a': 0.1, 'e': 0.9570577579441276}",35,12,-40.55951006778462,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 0}",1
34,False,"{'a': 0.1, 'e': 0.9546489244889061}",20,0,-96.28217350797652,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
35,False,"{'a': 0.1, 'e': 0.9521794966330484}",25,0,-177.39527362730072,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
36,False,"{'a': 0.1, 'e': 0.9496499763912256}",25,0,-184.2209119990949,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 3}",0
37,False,"{'a': 0.1, 'e': 0.9470608770648049}",30,14,-46.530545029980736,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 0}",1
38,False,"{'a': 0.1, 'e': 0.9444127230683343}",20,0,-37.96223271121469,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
39,False,"{'a': 0.1, 'e': 0.9417060497526123}",30,0,-153.62702121239758,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
40,False,"{'a': 0.1, 'e': 0.9389414032244223}",20,0,-86.219568055174,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
41,False,"{'a': 0.1, 'e': 0.9361193401630196}",25,0,-117.61790017025098,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
42,False,"{'a': 0.1, 'e': 0.9332404276334539}",30,0,-111.72439695653617,"{0: 19, 1: 1, 2: 9, 3: 0, 4: 1}",1
43,False,"{'a': 0.1, 'e': 0.9303052428968192}",20,0,-164.738843597541,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
44,False,"{'a': 0.1, 'e': 0.9273143732175155}",20,0,-48.374359905942526,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
45,False,"{'a': 0.1, 'e': 0.9242684156676156}",20,0,-142.57815409966713,"{0: 9, 1: 0, 2: 9, 3: 1, 4: 1}",0
46,False,"{'a': 0.1, 'e': 0.9211679769284261}",20,0,-50.67094761807311,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
47,False,"{'a': 0.1, 'e': 0.9180136730893359}",25,0,-131.60350311325757,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
48,False,"{'a': 0.1, 'e': 0.9148061294440459}",30,0,-153.2106643485294,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
49,False,"{'a': 0.1, 'e': 0.9115459802842717}",20,0,-23.06701476728017,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
50,False,"{'a': 0.1, 'e': 0.9082338686910177}",20,0,-78.17986503445788,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
51,False,"{'a': 0.1, 'e': 0.9048704463235164}",25,1,-61.47265637715185,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 0}",1
52,False,"{'a': 0.1, 'e': 0.90145637320593}",20,0,-99.20486835683548,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
53,False,"{'a': 0.1, 'e': 0.8979923175119128}",20,0,-115.96694254619457,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
54,False,"{'a': 0.1, 'e': 0.8944789553471315}",20,0,-95.0660236168364,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
55,False,"{'a': 0.1, 'e': 0.8909169705298434}",20,0,-46.2046609668962,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
56,False,"{'a': 0.1, 'e': 0.8873070543696304}",20,0,-75.12369836104168,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
57,False,"{'a': 0.1, 'e': 0.8836499054443904}",20,0,-188.78685448483535,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
58,False,"{'a': 0.1, 'e': 0.8799462293756855}",30,0,-145.21750479200827,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
59,False,"{'a': 0.1, 'e': 0.8761967386025481}",30,0,-109.6092389404371,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
60,False,"{'a': 0.1, 'e': 0.8724021521538466}",35,0,-110.7585138183834,"{0: 23, 1: 3, 2: 7, 3: 1, 4: 1}",0
61,False,"{'a': 0.1, 'e': 0.8685631954193107}",30,0,-109.08701106919656,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
62,False,"{'a': 0.1, 'e': 0.8646805999193189}",20,2,-137.6432196057238,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 2}",1
63,False,"{'a': 0.1, 'e': 0.8607551030735513}",20,0,-76.70350107566945,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
64,False,"{'a': 0.1, 'e': 0.856787447968607}",25,0,-134.58947890892733,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
65,False,"{'a': 0.1, 'e': 0.8527783831246895}",20,0,-45.16765040438888,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
66,False,"{'a': 0.1, 'e': 0.8487286622614634}",25,0,-37.34063688267799,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
67,False,"{'a': 0.1, 'e': 0.8446390440631814}",20,0,-79.75033702791552,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
68,False,"{'a': 0.1, 'e': 0.8405102919431854}",25,0,-82.14148842806787,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
69,False,"{'a': 0.1, 'e': 0.8363431738078841}",20,0,-31.688625837621878,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
70,False,"{'a': 0.1, 'e': 0.8321384618203058}",25,0,-78.12573588053885,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
71,False,"{'a': 0.1, 'e': 0.8278969321633297}",30,0,-108.61916880490232,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
72,False,"{'a': 0.1, 'e': 0.8236193648026962}",20,0,-34.444916312613614,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
73,False,"{'a': 0.1, 'e': 0.8193065432498959}",20,0,-101.42896495498373,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
74,False,"{'a': 0.1, 'e': 0.814959254325038}",20,0,-18.525221177019397,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
75,False,"{'a': 0.1, 'e': 0.8105782879197965}",30,0,-150.57744711518103,"{0: 15, 1: 5, 2: 7, 3: 2, 4: 1}",1
76,False,"{'a': 0.1, 'e': 0.8061644367605341}",20,7,-15.098174046268682,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
77,False,"{'a': 0.1, 'e': 0.8017184961717022}",25,0,-95.050274202774,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
78,False,"{'a': 0.1, 'e': 0.7972412638396137}",20,0,-90.73483145516671,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
79,False,"{'a': 0.1, 'e': 0.7927335395766852}",20,0,-93.62985122137144,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
80,False,"{'a': 0.1, 'e': 0.7881961250862474}",25,11,-73.79771676192237,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
81,False,"{'a': 0.1, 'e': 0.7836298237280149}",30,0,-89.49576352595383,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
82,False,"{'a': 0.1, 'e': 0.7790354402843144}",25,0,-76.20581666094765,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
83,False,"{'a': 0.1, 'e': 0.7744137807271603}",30,0,-132.28241053695285,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
84,False,"{'a': 0.1, 'e': 0.7697656519862744}",20,1,-51.346278532662616,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 0}",1
